ANO_EJE,GRUPO_ENTIDAD_NOMBRE,SEC_EJEC,EJECUTORA_NOMBRE,DEPARTAMENTO_EJECUTORA_NOMBRE,PROVINCIA_EJECUTORA_NOMBRE,DISTRITO_EJECUTORA_NOMBRE,SEC_FUNC,PROGRAMA_PPTO_NOMBRE,TIPO_ACT_PROY_NOMBRE,PRODUCTO_PROYECTO_NOMBRE,ACTIVIDAD_ACCION_OBRA_NOMBRE,FUNCION_NOMBRE,DIVISION_FUNCIONAL_NOMBRE,GRUPO_FUNCIONAL_NOMBRE,FINALIDAD,META_NOMBRE,FUENTE_FINANCIAMIENTO_NOMBRE,RUBRO_NOMBRE,CATEGORIA_GASTO_NOMBRE,TIPO_TRANSACCION,GENERICA_NOMBRE,SUBGENERICA_NOMBRE,SUBGENERICA_DET_NOMBRE,ESPECIFICA_NOMBRE,ESPECIFICA_DET_NOMBRE,MONTO_PIA,MONTO_PIM,EJEC_ANUAL,PCT_EJECUCION
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500178,EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO CALCA,CUSCO,CALCA,CALCA,3,ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,ACTIVIDAD,SIN PRODUCTO,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,7971,ABASTECIMIENTO DE AGUA POTABLE Y DESAGUE,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,BIENES Y SERVICIOS,COMPRA DE BIENES,COMPRA DE OTROS BIENES,COMPRA DE OTROS BIENES,HERRAMIENTAS,11110,11110,295306.0,2658.02
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500178,EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO CALCA,CUSCO,CALCA,CALCA,2,ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,ACTIVIDAD,SIN PRODUCTO,COMERCIALIZACION Y SERVICIOS COLATERALES,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,367,COMERCIALIZACION DE PRODUCTOS Y SERVICIOS,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,BIENES Y SERVICIOS,COMPRA DE BIENES,MATERIALES Y  UTILES,DE OFICINA,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",7306,7306,143274.0,1961.05
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500178,EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO CALCA,CUSCO,CALCA,CALCA,2,ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,ACTIVIDAD,SIN PRODUCTO,COMERCIALIZACION Y SERVICIOS COLATERALES,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,367,COMERCIALIZACION DE PRODUCTOS Y SERVICIOS,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,BIENES Y SERVICIOS,CONTRATACION DE SERVICIOS,"SERVICIO DE MANTENIMIENTO, ACONDICIONAMIENTO Y  REPARACIONES",DE VEHICULOS,DE VEHICULOS,1000,1000,143274.0,14327.4
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500178,EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO CALCA,CUSCO,CALCA,CALCA,2,ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,ACTIVIDAD,SIN PRODUCTO,COMERCIALIZACION Y SERVICIOS COLATERALES,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,367,COMERCIALIZACION DE PRODUCTOS Y SERVICIOS,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,PERSONAL Y OBLIGACIONES SOCIALES,RETRIBUCIONES Y COMPLEMENTOS EN EFECTIVO,GASTOS VARIABLES Y OCASIONALES,"ESCOLARIDAD, AGUINALDOS Y GRATIFICACIONES",BONIFICACION POR ESCOLARIDAD,400,400,143274.0,35818.5
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500178,EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO CALCA,CUSCO,CALCA,CALCA,1,ACCIONES CENTRALES,ACTIVIDAD,SIN PRODUCTO,GESTION ADMINISTRATIVA,SANEAMIENTO,GESTION,ASESORAMIENTO Y APOYO,367,COMERCIALIZACION DE PRODUCTOS Y SERVICIOS,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,BIENES Y SERVICIOS,CONTRATACION DE SERVICIOS,"SERVICIOS BASICOS, COMUNICACIONES, PUBLICIDAD Y DIFUSION",SERVICIOS DE TELEFONIA E INTERNET,SERVICIO DE TELEFONIA MOVIL,4404,4404,245694.0,5578.88
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500178,EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO CALCA,CUSCO,CALCA,CALCA,3,ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,ACTIVIDAD,SIN PRODUCTO,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,7971,ABASTECIMIENTO DE AGUA POTABLE Y DESAGUE,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,PERSONAL Y OBLIGACIONES SOCIALES,RETRIBUCIONES Y COMPLEMENTOS EN EFECTIVO,GASTOS VARIABLES Y OCASIONALES,"ESCOLARIDAD, AGUINALDOS Y GRATIFICACIONES",GRATIFICACIONES,25270,25270,295306.0,1168.6
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500178,EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO CALCA,CUSCO,CALCA,CALCA,1,ACCIONES CENTRALES,ACTIVIDAD,SIN PRODUCTO,GESTION ADMINISTRATIVA,SANEAMIENTO,GESTION,ASESORAMIENTO Y APOYO,367,COMERCIALIZACION DE PRODUCTOS Y SERVICIOS,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,BIENES Y SERVICIOS,CONTRATACION DE SERVICIOS,"SERVICIOS BASICOS, COMUNICACIONES, PUBLICIDAD Y DIFUSION","SERVICIOS DE ENERGIA ELECTRICA, AGUA Y GAS",SERVICIO DE SUMINISTRO DE ENERGIA ELECTRICA,5280,5280,245694.0,4653.3
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500178,EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO CALCA,CUSCO,CALCA,CALCA,2,ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,ACTIVIDAD,SIN PRODUCTO,COMERCIALIZACION Y SERVICIOS COLATERALES,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,367,COMERCIALIZACION DE PRODUCTOS Y SERVICIOS,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,BIENES Y SERVICIOS,CONTRATACION DE SERVICIOS,LOCACION DE SERVICIOS REALIZADOS POR PERSONA NATURAL,LOCACION DE SERVICIOS REALIZADOS POR PERSONA NATURAL,LOCACION DE SERVICIOS REALIZADOS POR PERSONA NATURAL,62400,62400,143274.0,229.61
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500163,EMPRESA MUNICIPAL PRESTADORA DE SERVICIO DE SANEAMIENTO DE LAS PROVINCIAS ALTO ANDINAS S.A.,CUSCO,CANCHIS,SICUANI,1,ACCIONES CENTRALES,ACTIVIDAD,SIN PRODUCTO,GESTION ADMINISTRATIVA,SANEAMIENTO,GESTION,ASESORAMIENTO Y APOYO,8,ACCION Y CONTROL,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,PENSIONES Y OTRAS PRESTACIONES SOCIALES,PRESTACIONES Y ASISTENCIA SOCIAL,PRESTACIONES DE SALUD Y OTROS BENEFICIOS,OTRAS PRESTACIONES DEL EMPLEADOR,GASTOS DE SEPELIO Y LUTO DEL PERSONAL ACTIVO,18450,18450,923247.0,5004.05
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500163,EMPRESA MUNICIPAL PRESTADORA DE SERVICIO DE SANEAMIENTO DE LAS PROVINCIAS ALTO ANDINAS S.A.,CUSCO,CANCHIS,SICUANI,1,ACCIONES CENTRALES,ACTIVIDAD,SIN PRODUCTO,GESTION ADMINISTRATIVA,SANEAMIENTO,GESTION,ASESORAMIENTO Y APOYO,8,ACCION Y CONTROL,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,BIENES Y SERVICIOS,CONTRATACION DE SERVICIOS,SERVICIOS PROFESIONALES Y TECNICOS,SERVICIOS TÉCNICOS Y PROFESIONALES DESARROLLADOS POR PERSONAS JURÍDICAS,SERVICIOS DE AUDITORIAS,70000,70000,923247.0,1318.92
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500163,EMPRESA MUNICIPAL PRESTADORA DE SERVICIO DE SANEAMIENTO DE LAS PROVINCIAS ALTO ANDINAS S.A.,CUSCO,CANCHIS,SICUANI,3,ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,ACTIVIDAD,SIN PRODUCTO,COMERCIALIZACION Y SERVICIOS COLATERALES,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,157029,USUARIO,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,BIENES Y SERVICIOS,COMPRA DE BIENES,"COMBUSTIBLES, CARBURANTES, LUBRICANTES Y AFINES","COMBUSTIBLES, CARBURANTES, LUBRICANTES Y AFINES","LUBRICANTES, GRASAS Y AFINES",637,637,1042197.0,163610.2
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500163,EMPRESA MUNICIPAL PRESTADORA DE SERVICIO DE SANEAMIENTO DE LAS PROVINCIAS ALTO ANDINAS S.A.,CUSCO,CANCHIS,SICUANI,3,ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,ACTIVIDAD,SIN PRODUCTO,COMERCIALIZACION Y SERVICIOS COLATERALES,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,157029,USUARIO,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,BIENES Y SERVICIOS,CONTRATACION DE SERVICIOS,SERVICIOS PROFESIONALES Y TECNICOS,SERVICIOS DE PROCESAMIENTO DE DATOS E INFORMATICA,SOPORTE TECNICO,17000,17000,1042197.0,6130.57
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500163,EMPRESA MUNICIPAL PRESTADORA DE SERVICIO DE SANEAMIENTO DE LAS PROVINCIAS ALTO ANDINAS S.A.,CUSCO,CANCHIS,SICUANI,5,ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,ACTIVIDAD,SIN PRODUCTO,SERVICIO DE ALCANTARILLADO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,157029,USUARIO,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,BIENES Y SERVICIOS,CONTRATACION DE SERVICIOS,LOCACION DE SERVICIOS REALIZADOS POR PERSONA NATURAL,LOCACION DE SERVICIOS REALIZADOS POR PERSONA NATURAL,LOCACION DE SERVICIOS REALIZADOS POR PERSONA NATURAL,634742,634742,1129721.0,177.98
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500163,EMPRESA MUNICIPAL PRESTADORA DE SERVICIO DE SANEAMIENTO DE LAS PROVINCIAS ALTO ANDINAS S.A.,CUSCO,CANCHIS,SICUANI,5,ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,ACTIVIDAD,SIN PRODUCTO,SERVICIO DE ALCANTARILLADO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,157029,USUARIO,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO DE CAPITAL,2,ADQUISICION DE ACTIVOS NO FINANCIEROS,"ADQUISICION DE VEHICULOS, MAQUINARIAS Y OTROS","ADQUISICION DE MAQUINARIAS, EQUIPO Y MOBILIARIO",ADQUISICION DE MAQUINARIA Y EQUIPO DIVERSOS,EQUIPOS E INSTRUMENTOS DE MEDICION,2119,2119,1129721.0,53313.87
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500163,EMPRESA MUNICIPAL PRESTADORA DE SERVICIO DE SANEAMIENTO DE LAS PROVINCIAS ALTO ANDINAS S.A.,CUSCO,CANCHIS,SICUANI,1,ACCIONES CENTRALES,ACTIVIDAD,SIN PRODUCTO,GESTION ADMINISTRATIVA,SANEAMIENTO,GESTION,ASESORAMIENTO Y APOYO,8,ACCION Y CONTROL,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,BIENES Y SERVICIOS,CONTRATACION DE SERVICIOS,"SERVICIOS ADMINISTRATIVOS, FINANCIEROS Y DE SEGUROS",SEGUROS,SEGURO OBLIGATORIO ACCIDENTES DE TRANSITO (SOAT),648,648,923247.0,142476.39
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500163,EMPRESA MUNICIPAL PRESTADORA DE SERVICIO DE SANEAMIENTO DE LAS PROVINCIAS ALTO ANDINAS S.A.,CUSCO,CANCHIS,SICUANI,1,ACCIONES CENTRALES,ACTIVIDAD,SIN PRODUCTO,GESTION ADMINISTRATIVA,SANEAMIENTO,GESTION,ASESORAMIENTO Y APOYO,8,ACCION Y CONTROL,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,BIENES Y SERVICIOS,CONTRATACION DE SERVICIOS,"SERVICIOS ADMINISTRATIVOS, FINANCIEROS Y DE SEGUROS",SEGUROS,OTROS SEGUROS DE  BIENES MUEBLES E INMUEBLES,35000,35000,923247.0,2637.85
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500163,EMPRESA MUNICIPAL PRESTADORA DE SERVICIO DE SANEAMIENTO DE LAS PROVINCIAS ALTO ANDINAS S.A.,CUSCO,CANCHIS,SICUANI,1,ACCIONES CENTRALES,ACTIVIDAD,SIN PRODUCTO,GESTION ADMINISTRATIVA,SANEAMIENTO,GESTION,ASESORAMIENTO Y APOYO,8,ACCION Y CONTROL,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,BIENES Y SERVICIOS,CONTRATACION DE SERVICIOS,"SERVICIOS BASICOS, COMUNICACIONES, PUBLICIDAD Y DIFUSION","SERVICIOS DE ENERGIA ELECTRICA, AGUA Y GAS",SERVICIO DE SUMINISTRO DE ENERGIA ELECTRICA,12000,12000,923247.0,7693.72
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500163,EMPRESA MUNICIPAL PRESTADORA DE SERVICIO DE SANEAMIENTO DE LAS PROVINCIAS ALTO ANDINAS S.A.,CUSCO,CANCHIS,SICUANI,5,ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,ACTIVIDAD,SIN PRODUCTO,SERVICIO DE ALCANTARILLADO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,157029,USUARIO,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,PERSONAL Y OBLIGACIONES SOCIALES,RETRIBUCIONES Y COMPLEMENTOS EN EFECTIVO,PERSONAL OBRERO,PERSONAL OBRERO EVENTUAL,OBREROS CON CONTRATO A PLAZO FIJO,58571,102228,1129721.0,1105.1
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500163,EMPRESA MUNICIPAL PRESTADORA DE SERVICIO DE SANEAMIENTO DE LAS PROVINCIAS ALTO ANDINAS S.A.,CUSCO,CANCHIS,SICUANI,3,ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,ACTIVIDAD,SIN PRODUCTO,COMERCIALIZACION Y SERVICIOS COLATERALES,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,157029,USUARIO,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,OTROS GASTOS,"PAGO DE IMPUESTOS,  DERECHOS ADMINISTRATIVOS Y MULTAS GUBERNAMENTALES",AL GOBIERNO NACIONAL,IMPUESTOS,IMPUESTOS,139800,139800,1042197.0,745.49
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500163,EMPRESA MUNICIPAL PRESTADORA DE SERVICIO DE SANEAMIENTO DE LAS PROVINCIAS ALTO ANDINAS S.A.,CUSCO,CANCHIS,SICUANI,1,ACCIONES CENTRALES,ACTIVIDAD,SIN PRODUCTO,GESTION ADMINISTRATIVA,SANEAMIENTO,GESTION,ASESORAMIENTO Y APOYO,8,ACCION Y CONTROL,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,BIENES Y SERVICIOS,COMPRA DE BIENES,"COMBUSTIBLES, CARBURANTES, LUBRICANTES Y AFINES","COMBUSTIBLES, CARBURANTES, LUBRICANTES Y AFINES",COMBUSTIBLES Y CARBURANTES,16918,16918,923247.0,5457.19
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500163,EMPRESA MUNICIPAL PRESTADORA DE SERVICIO DE SANEAMIENTO DE LAS PROVINCIAS ALTO ANDINAS S.A.,CUSCO,CANCHIS,SICUANI,1,ACCIONES CENTRALES,ACTIVIDAD,SIN PRODUCTO,GESTION ADMINISTRATIVA,SANEAMIENTO,GESTION,ASESORAMIENTO Y APOYO,8,ACCION Y CONTROL,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,BIENES Y SERVICIOS,COMPRA DE BIENES,VESTUARIOS Y TEXTILES,"VESTUARIO, ZAPATERIA Y ACCESORIOS, TALABARTERIA Y MATERIALES TEXTILES","VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",26700,26700,923247.0,3457.85
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500163,EMPRESA MUNICIPAL PRESTADORA DE SERVICIO DE SANEAMIENTO DE LAS PROVINCIAS ALTO ANDINAS S.A.,CUSCO,CANCHIS,SICUANI,5,ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,ACTIVIDAD,SIN PRODUCTO,SERVICIO DE ALCANTARILLADO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,157029,USUARIO,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,BIENES Y SERVICIOS,COMPRA DE BIENES,SUMINISTROS PARA MANTENIMIENTO Y REPARACION,SUMINISTROS PARA MANTENIMIENTO Y REPARACION,PARA MAQUINARIAS Y EQUIPOS,52810,52810,1129721.0,2139.22
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500163,EMPRESA MUNICIPAL PRESTADORA DE SERVICIO DE SANEAMIENTO DE LAS PROVINCIAS ALTO ANDINAS S.A.,CUSCO,CANCHIS,SICUANI,1,ACCIONES CENTRALES,ACTIVIDAD,SIN PRODUCTO,GESTION ADMINISTRATIVA,SANEAMIENTO,GESTION,ASESORAMIENTO Y APOYO,8,ACCION Y CONTROL,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,PERSONAL Y OBLIGACIONES SOCIALES,RETRIBUCIONES Y COMPLEMENTOS EN EFECTIVO VARIABLES,GASTOS VARIABLES Y OCASIONALES,GASTOS VARIABLES Y OCASIONALES,COMPENSACION VACACIONAL (VACACIONES TRUNCAS),0,6812,923247.0,13553.24
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500163,EMPRESA MUNICIPAL PRESTADORA DE SERVICIO DE SANEAMIENTO DE LAS PROVINCIAS ALTO ANDINAS S.A.,CUSCO,CANCHIS,SICUANI,4,ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,ACTIVIDAD,SIN PRODUCTO,SERVICIO DE AGUA POTABLE,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,157029,USUARIO,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,BIENES Y SERVICIOS,COMPRA DE BIENES,"COMBUSTIBLES, CARBURANTES, LUBRICANTES Y AFINES","COMBUSTIBLES, CARBURANTES, LUBRICANTES Y AFINES","LUBRICANTES, GRASAS Y AFINES",716,716,910101.0,127109.08
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500163,EMPRESA MUNICIPAL PRESTADORA DE SERVICIO DE SANEAMIENTO DE LAS PROVINCIAS ALTO ANDINAS S.A.,CUSCO,CANCHIS,SICUANI,5,ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,ACTIVIDAD,SIN PRODUCTO,SERVICIO DE ALCANTARILLADO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,157029,USUARIO,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO DE CAPITAL,2,ADQUISICION DE ACTIVOS NO FINANCIEROS,"ADQUISICION DE VEHICULOS, MAQUINARIAS Y OTROS","ADQUISICION DE MAQUINARIAS, EQUIPO Y MOBILIARIO",ADQUISICION DE MAQUINARIA Y EQUIPO DIVERSOS,"MAQUINARIAS, EQUIPOS Y MOBILIARIOS DE OTRAS INSTALACIONES",150541,150541,1129721.0,750.44
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500163,EMPRESA MUNICIPAL PRESTADORA DE SERVICIO DE SANEAMIENTO DE LAS PROVINCIAS ALTO ANDINAS S.A.,CUSCO,CANCHIS,SICUANI,3,ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,ACTIVIDAD,SIN PRODUCTO,COMERCIALIZACION Y SERVICIOS COLATERALES,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,157029,USUARIO,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,BIENES Y SERVICIOS,COMPRA DE BIENES,MATERIALES Y  UTILES,DE OFICINA,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",45478,55018,1042197.0,1894.28
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500163,EMPRESA MUNICIPAL PRESTADORA DE SERVICIO DE SANEAMIENTO DE LAS PROVINCIAS ALTO ANDINAS S.A.,CUSCO,CANCHIS,SICUANI,3,ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,ACTIVIDAD,SIN PRODUCTO,COMERCIALIZACION Y SERVICIOS COLATERALES,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,157029,USUARIO,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,BIENES Y SERVICIOS,COMPRA DE BIENES,REPUESTOS Y ACCESORIOS,REPUESTOS Y ACCESORIOS,DE SEGURIDAD,16002,16002,1042197.0,6512.92
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500163,EMPRESA MUNICIPAL PRESTADORA DE SERVICIO DE SANEAMIENTO DE LAS PROVINCIAS ALTO ANDINAS S.A.,CUSCO,CANCHIS,SICUANI,5,ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,ACTIVIDAD,SIN PRODUCTO,SERVICIO DE ALCANTARILLADO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,157029,USUARIO,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,BIENES Y SERVICIOS,CONTRATACION DE SERVICIOS,"SERVICIOS ADMINISTRATIVOS, FINANCIEROS Y DE SEGUROS",SEGUROS,SEGURO DE VIDA,1400,1400,1129721.0,80694.36
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500163,EMPRESA MUNICIPAL PRESTADORA DE SERVICIO DE SANEAMIENTO DE LAS PROVINCIAS ALTO ANDINAS S.A.,CUSCO,CANCHIS,SICUANI,4,ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,ACTIVIDAD,SIN PRODUCTO,SERVICIO DE AGUA POTABLE,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,157029,USUARIO,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,BIENES Y SERVICIOS,CONTRATACION DE SERVICIOS,SERVICIOS PROFESIONALES Y TECNICOS,OTROS SERVICIOS,SERVICIOS DIVERSOS,318088,294069,910101.0,309.49
2024,EMPRESAS MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO,500163,EMPRESA MUNICIPAL PRESTADORA DE SERVICIO DE SANEAMIENTO DE LAS PROVINCIAS ALTO ANDINAS S.A.,CUSCO,CANCHIS,SICUANI,5,ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,ACTIVIDAD,SIN PRODUCTO,SERVICIO DE ALCANTARILLADO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,157029,USUARIO,RECURSOS DIRECTAMENTE RECAUDADOS,RECURSOS DIRECTAMENTE RECAUDADOS,GASTO CORRIENTE,2,BIENES Y SERVICIOS,COMPRA DE BIENES,MATERIALES Y  UTILES,"ELECTRICIDAD, ILUMINACION Y ELECTRONICA","ELECTRICIDAD, ILUMINACION Y ELECTRONICA",17029,17029,1129721.0,6634.1
